,data,text,sentiment,stats,links
4819,https://twitter.com/mwatelanyatta/status/1671382736337084422#m,EABL will  fight this with any means possible,,"Jun 21, 2023 · 5:01 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4820,https://twitter.com/RonaldOkoth__/status/1671370867127754752#m,Nitajaribu fam 🫣,,"Jun 21, 2023 · 4:14 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4821,https://twitter.com/DraughtKenya/status/1671167882817060864#m,Talk to the brewers to sponsor a Draughts tournament l know you are connected @EABL_PLC @keroche,,"Jun 20, 2023 · 2:47 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4822,https://twitter.com/SirkalP/status/1671134097211637762#m,The big companies like EABL and Keroche can't allow that and will bribe the mps,,"Jun 20, 2023 · 12:33 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4823,https://twitter.com/AWAK_Kenya/status/1671088067040407554#m,"We are pleased to host Hon. Aurella Rono, Principal Secretary, State Department for Parliamentary Affairs in the Office of the Prime Cabinet Secretary along with Risper Ogenga EABL at AWAK 2023 Mid-Year dinner.  https://www.awak.co.ke/midyeardinner",,"Jun 20, 2023 · 9:30 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}"
4824,https://twitter.com/Njorogehenry/status/1671068624793092096#m,Market open:20.06.23  SCOM @ 16.10 EABL @ 15.75 KCB @ 29.40 EQTY @ 37.90  Money market: 1USD=KES 140.1206 @SafaricomPLC @KeEquityBank @AblizInvestmen1 @HehuNjunga @SterlingCLtd @CBKKenya,,"Jun 20, 2023 · 8:13 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}"
4825,https://twitter.com/ISAafrica/status/1671065635072212992#m,"She would later join EABL where we witnessed Carolyne's exceptional talents as she led in the crafting of East Africa's most beloved branded TV reality show, the Tusker Project Fame.",,"Jun 20, 2023 · 8:01 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4826,https://twitter.com/Analo_barron/status/1671008959891750912#m,@EABL_PLC and @CocaColaAfrica  where did you take these drinks?,,"Jun 20, 2023 · 4:15 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4827,https://twitter.com/IAmMichaelPetro/status/1670893557295595520#m,@EABL_PLC  found an expired #rockshore beer in one of your retailers. Best before 18 Jun 23. The product is still is sale at the joint.,,"Jun 19, 2023 · 8:37 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4828,https://twitter.com/Harrisong114/status/1670838144634175524#m,22/23 Season EABL Highlights   https://youtu.be/TZU4_CQYBwQ,,"Jun 19, 2023 · 4:57 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4829,https://twitter.com/MwaniKing/status/1670773202170294272#m,"How econ work  Fundi pays- MATHE (food), rent, kinyozi, boda boda, jaba, peddie, bar  BAR- EABL, rent, license, bartenders  MATHE - chama (sacco), rent, school fees, uniform, NHIF  Sacco-lawyer, accountant, banker, security   Lawyer - car, carwash, garage, insurance  All from 1",,"Jun 19, 2023 · 12:39 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 4}"
4830,https://twitter.com/fidelis198374/status/1670752557218553856#m,nataka kuizungusha na mtungi ikae ikiwa fresh.. naeka mtungi na pump kwa wheelbarrow. hahaha,,"Jun 19, 2023 · 11:17 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4831,https://twitter.com/AllanNyongs/status/1670749021936164864#m,"How are they closing bars and. EABL is still producing it si waendee producers, stop alcoholic imports and local brewers. We ought to cut the root source and the branches will die",,"Jun 19, 2023 · 11:03 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4832,https://twitter.com/freddyholysan/status/1670736527385567232#m,Hahaha there are lone rangers who are into insane addictions man. Someone has zero friends but his house looks like eabl production area. So even if he cuts off his friends he'll still smoke or drink.,,"Jun 19, 2023 · 10:13 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}"
4833,https://twitter.com/HisaApp/status/1670715807775465474#m,This week's top stock recommendations 📉 by Faida Investment Bank  BUY :   1. Safaricom PLC ( $SCOM) - long-term buy  2.East African Breweries PLC ( $EABL) - long-term Buy  3. Kenya Commercial Bank ( $KCB)   4. Co-operative bank Kenya ( $COOP)   5.NCBA Group Plc  ( $NCBA),,"Jun 19, 2023 · 8:51 AM UTC","{'comments': 0, 'retweets': 4, 'quotes': 0, 'likes': 9}"
4834,https://twitter.com/thesharpdaily/status/1670700516693688320#m,"2/3 The equities market performance was mainly driven by losses recorded by large-cap stocks such as @SafaricomPLC , @KCBGroup , Diamond Trust Bank (@DTBKenya ) and @EABL_PLC  of 10.2%, 7.4%, 4.6% and 3.9% respectively.",,"Jun 19, 2023 · 7:50 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4835,https://twitter.com/somaconnectltd/status/1670691749939879938#m,"World Social Media Day 30th June 2023, 5:30PM -8:00PM  University of Nairobi, Chandaria Auditorium. Book your calendar.  @uonbi @OleItumbi @JaymoUleMsee @martinmuli @SafaricomPLC @EABL_PLC",,"Jun 19, 2023 · 7:15 AM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 5}"
4836,https://twitter.com/FC_Sofapaka/status/1670650110928117760#m,🚨MATCHDAY 33  📷  @AFCLeopards  📷 EABL Ruaraka grounds #BatotoBaMungu #tunachapamtu @Officialfkfpl,,"Jun 19, 2023 · 4:30 AM UTC","{'comments': 5, 'retweets': 9, 'quotes': 0, 'likes': 42}"
4837,https://twitter.com/freddyholysan/status/1670499850239057920#m,😹😹😹 LMAO 🤣 can't be me. With several millions in my bank account i wouldn't mind about love and loneliness. Eabl hasn't gone out of stock yet. Damn,,"Jun 18, 2023 · 6:32 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}"
4838,https://twitter.com/SenatorKegLager/status/1670475460151595009#m,Unazungusha ikiwa ndani ya jug ama thermos??,,"Jun 18, 2023 · 4:56 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
4839,https://twitter.com/lucas_olewe/status/1670460829018251264#m,Nowadays they know the scarecrows. We use refective papers instead.,,"Jun 18, 2023 · 3:57 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4840,https://twitter.com/Oyolla/status/1670458965824618499#m,Make sure you build scarecrows to tame Oyundi and Osogo,,"Jun 18, 2023 · 3:50 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4841,https://twitter.com/lucas_olewe/status/1670452891797028864#m,"This is the fourth week, and we have not experienced any rainfall. But #sorghum, being a hardy crop, the farm still appears quite healthy. @EABL_PLC",,"Jun 18, 2023 · 3:26 PM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 4}"
4842,https://twitter.com/ScienceAfrica5/status/1670368033183809536#m,"📢 Mark the date ⤵️ 🗓️Tue, 20th June #Venue:  Strathmore University  📌AGPO CONFERENCE  ➡️#THEME : Enhancing Women’s Economic Empowerment Through #GENDER – RESPONSIVE #procurement @StrathU @KEPSA_KENYA @unwomenkenya @KenyaGovernors @PSYGKenya @EABL_PLC @KRACare @MusaliaMudavadi",,"Jun 18, 2023 · 9:49 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4843,https://twitter.com/CharnwoodBball/status/1670365554060713984#m,"Check out Josh Clarkes 2022/23 Highlights from NBL D2 & EABL.  Josh shot the lights out this season shooting 43% on 5.5 attempts a game in the EABL, leading the league in the 3P%.  We wish you all the best in your next steps! 🙏",,"Jun 18, 2023 · 9:39 AM UTC","{'comments': 0, 'retweets': 2, 'quotes': 2, 'likes': 5}"
4844,https://twitter.com/Skmwirigi/status/1670359393370529792#m,"@EABL_PLC  kindly inform me what the status of this beer,is it expired or not?",,"Jun 18, 2023 · 9:14 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4845,https://twitter.com/mdunkelheit6/status/1670173843023962112#m,Bottler kwani ni eabl... Wee mzee kuwa na heshima kwa your elders,,"Jun 17, 2023 · 8:57 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4846,https://twitter.com/kapunda_senior/status/1670154250138054656#m,Also tag @EABL_PLC,,"Jun 17, 2023 · 7:39 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4847,https://twitter.com/onyweracalvins/status/1670133648161402882#m,@EABL_PLC Is another one. Who has ever secured a job there?,,"Jun 17, 2023 · 6:17 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 0}"
4848,https://twitter.com/DLUDOGOLI/status/1670119220451876866#m,@EABL_PLC @KenyaBreweries which is the original tipple please,,"Jun 17, 2023 · 5:20 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4849,https://twitter.com/Muraaaaguri/status/1670118639536578560#m,@EABL_PLC @TuskerLager please let the respect I have had with over a decade be maintained. Hii can inakaa Smirnoff is a No nooo noooo. Maintain kamba yellow 😡😡😡,,"Jun 17, 2023 · 5:18 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4850,https://twitter.com/marcmwengu_/status/1670110885874917377#m,Hapo Kwa life free of drugs 😭😭EABL has me on a chokehold kila weekend.,,"Jun 17, 2023 · 4:47 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4851,https://twitter.com/karimikennedy1/status/1670047068222627842#m,@EABL_PLC how do you explain this!!!? The white cup beer has noticeable dirty particles therin and hasn't been opened.,,"Jun 17, 2023 · 12:33 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4852,https://twitter.com/2njerii/status/1670039472954646531#m,Coz they are price kwa breweries too . Has nothing to do with club but EABL pricing .,,"Jun 17, 2023 · 12:03 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4853,https://twitter.com/Nyang__KE/status/1670033308321828865#m,Ati Tusker? 😂 😂 😂  Hao ni employees wa EABL,,"Jun 17, 2023 · 11:39 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4854,https://twitter.com/kiplimoray/status/1670023975743926273#m,@EABL_PLC can you save your clients. What's genuine here? What features should clients look for in a legit drink ama ninyamaze kiwarambe pole pole,,"Jun 17, 2023 · 11:01 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
4855,https://twitter.com/Analo_barron/status/1669861522942590976#m,@EABL_PLC which one is legit?,,"Jun 17, 2023 · 12:16 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4856,https://twitter.com/realnefertity/status/1669814203920547842#m,"@EABL_PLC  Which is fake and which is legit, and how can we tell the difference? Please educate us. Thanks 🙏🏾",,"Jun 16, 2023 · 9:08 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4857,https://twitter.com/Weruthemuriu/status/1669805426475520000#m,@EABL_PLC  we request you come clean on which gilbiys is original,,"Jun 16, 2023 · 8:33 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 7}"
4858,https://twitter.com/mutua_newt/status/1669773795324821505#m,Forever @EABL_PLC,,"Jun 16, 2023 · 6:27 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4859,https://twitter.com/KelvinKangethe/status/1669733445038141441#m,Both are Fake …the 1st is very close since with Alc 40% v/v layout…The other issue is *Produced Instead of *Manufactured By UDV(Kenya)Ltd For EABL Group,,"Jun 16, 2023 · 3:47 PM UTC","{'comments': 2, 'retweets': 4, 'quotes': 0, 'likes': 68}"
4860,https://twitter.com/DanielKalya/status/1669718675883163648#m,Solar. There are quite a number of players providing solar solutions for commercial and industrial players. EABL's plant in Kisumu is fully solar I believe.,,"Jun 16, 2023 · 2:48 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}"
4861,https://twitter.com/bryan_aberry/status/1669708436827787270#m,"@EABL_PLC is this one of your own? Naomba kuwa brand ambassador, how many retweets🤭 Anyway ni furahiday mnanitaka wapi",,"Jun 16, 2023 · 2:08 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4862,https://twitter.com/traderstacy254/status/1669690743647002624#m,Give recycling companies tax waivers  And this should not be reversible like those tax waivers eabl got,,"Jun 16, 2023 · 12:57 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4863,https://twitter.com/EscoWilliam77/status/1669680522052681729#m,Pity....atleast she should reward him with a lorry from Eabl to avoid scenario like Azziad,,"Jun 16, 2023 · 12:17 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 6}"
4864,https://twitter.com/fidelis198374/status/1669666294184984576#m,Nikianza kuzungusha KEG Jioni CBD mtanisupport? 📷📷📷 @SenatorKegLager @EABL_PLC,,"Jun 16, 2023 · 11:20 AM UTC","{'comments': 3, 'retweets': 3, 'quotes': 0, 'likes': 4}"
4865,https://twitter.com/BodaRoute/status/1669619579356602368#m,Kumbe keg ya @EABL_PLC  is a huge brand,,"Jun 16, 2023 · 8:15 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4866,https://twitter.com/SladeGK/status/1669617646520639489#m,"Chang'aa ,Muratina & Busaa are better than EABL💁🏿‍♂️",,"Jun 16, 2023 · 8:07 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4867,https://twitter.com/KariukiKawira/status/1669605579529101312#m,@EABL_PLC,,"Jun 16, 2023 · 7:19 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4868,https://twitter.com/ainerubyrose/status/1669605077735075843#m,@EABL_PLC you need to fire your chemist cause what is this you have put on market.,,"Jun 16, 2023 · 7:17 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4869,https://twitter.com/JonnoJordan/status/1669445748394434564#m,I’ve never met you coach . My son louie played against you at eabl level.. but just felt I had to message you to say how inspirational this message you put on is.. praying for you for a swift recovery and thankyou for sharing your experience ❤️,,"Jun 15, 2023 · 8:44 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 3}"
4870,https://twitter.com/AjGatonye/status/1669385873337483277#m,The reason the late President Kibaki came into an agreement with EABL to produce keg alcohol was to discourage illicit brews that are cheap. Making alcohol expensive only encourage consumption of illicit brews.,,"Jun 15, 2023 · 4:46 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 7}"
4871,https://twitter.com/Rono77777/status/1669370941023870977#m,Wakisii wakiona hii eabl inafungwa.,,"Jun 15, 2023 · 3:47 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4872,https://twitter.com/OluochKirchoff/status/1669368687189540866#m,Stupid argument this one. Even the money I buy beer with has already been taxed severally yet EABL is one of the highest tax payers. Choke jingli,,"Jun 15, 2023 · 3:38 PM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4873,https://twitter.com/TTWaiyaki/status/1669358164985401346#m,"1988 Seoul Olympics, not '84. Wonderful thread nonetheless.",,"Jun 15, 2023 · 2:56 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4874,https://twitter.com/maindeala/status/1669333198730321921#m,@EABL_PLC   live on big screen  #RallyWeekend,,"Jun 15, 2023 · 1:17 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4875,https://twitter.com/MikiNjoroge/status/1669324238795227136#m,"Kuguru was first doing Kibuku - kinywaji chakula.   After wameletana juu na Moi and akina Wamae, Njenga Karume na Michuki who were the biggest EABL(KBL then) distributors ndio sasa aliingia kwa SOFTA.  What is new generation or second generation alcohol if I may ask boss?",,"Jun 15, 2023 · 12:41 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4876,https://twitter.com/BartowskiDerick/status/1669313668884885504#m,Guys like EABL already lobbied politicians to pass laws to call our brews “illicit” so that they can push their products.,,"Jun 15, 2023 · 11:59 AM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 4}"
4877,https://twitter.com/manmbugua/status/1669281687480483840#m,Why do government and people support production eg eabl kwal Keroche etc but dehumanize retailers and consumers and this happens after people pay licences or after voting.politician use it so that they can be seen to be doing something while the religious mass use it as excuse,,"Jun 15, 2023 · 9:52 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4878,https://twitter.com/Nyamburah_/status/1669050656412295169#m,I was today years old when I learnt Balozi is EABL and not Keroche.,,"Jun 14, 2023 · 6:34 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4879,https://twitter.com/BrianMungai/status/1669044600005091334#m,Finance bill has passed. Can't even blame the govt when a huge number of opposition mps didn't even bother to show up (not that it wouldve mattered...but the optics🤦🏾‍♂️). In this country its only EABL that I can trust🍻 let me pour a glass of ciroc and mourn.,,"Jun 14, 2023 · 6:10 PM UTC","{'comments': 0, 'retweets': 3, 'quotes': 0, 'likes': 8}"
4880,https://twitter.com/SteeNyamu/status/1669036915864096768#m,"Local case, EABL Vs Keroche",,"Jun 14, 2023 · 5:39 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4881,https://twitter.com/y_vonne_M/status/1668993977696043013#m,My friend works at EABL 😂😂,,"Jun 14, 2023 · 2:49 PM UTC","{'comments': 2, 'retweets': 7, 'quotes': 0, 'likes': 26}"
4882,https://twitter.com/EmpireJaymo/status/1668898226823462912#m,Mixology🍹🍸 @EABL_PLC @DelMonte,,"Jun 14, 2023 · 8:28 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4883,https://twitter.com/AWAK_Kenya/status/1668889472568573953#m,"We are greatly honoured to have Risper Genga Ohaga Group Chief Financial Officer & Executive Director, EABL- Plc speak to us on Strategic Professional Positioning at our 2023 Mid-Year Dinner.  Register today. https://www.awak.co.ke/midyeardinner #awakupliftingourworld #LeadershipDevelopment",,"Jun 14, 2023 · 7:53 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 4}"
4884,https://twitter.com/ItsMagige/status/1668884201268035584#m,"My very thought, let's regulate our own the way it was done way before mzungu came. Changaa never used to kill people in the past venye iko sahii. Nowadays there are more patients in the hospitals out of eabl brews than changaa",,"Jun 14, 2023 · 7:32 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
4885,https://twitter.com/akams_/status/1668881819297779712#m,Economic Takeover with a GDP of just $8 Billion. That's just EABL.,,"Jun 14, 2023 · 7:23 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 1, 'likes': 2}"
4886,https://twitter.com/ItsMagige/status/1668876822799319040#m,"What's the difference between acquiring legally and illegally? Who decides what is legal and not. EABL produces the same ethanol and some more harmful alcohols. Africans tunajifight tu kutumia agenda ya mzungu, why not regulate those changaa producers the same way EABL/KBL is don",,"Jun 14, 2023 · 7:03 AM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4887,https://twitter.com/t_mutinda/status/1668860676490555392#m,How's EABL doing?,,"Jun 14, 2023 · 5:59 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4888,https://twitter.com/uncle_derro/status/1668858096721035267#m,"EABL kills so many cottage industries. Some of this cottage industries keep village economies running. Whatchu mean Ratish is an illicit brew, busaa? Some aren't bad they just not taxed.",,"Jun 14, 2023 · 5:49 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4889,https://twitter.com/Kennaspace/status/1668847168147320833#m,They know people will simply stop/reduce drinking and drive revenue down for EABL and entire entertainment industry,,"Jun 14, 2023 · 5:05 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4890,https://twitter.com/MwangoCapital/status/1668829601202864128#m,"3. Markets yesterday:  🟢Best performer was Car General: +9.6% to KES 27.40  🔴Worst performer was Eveready: -9.1% to KES 1.40  🗒️ Notable points: —EABL topped the foreign buys at 18,496,100 —Local vs foreign participation was a (59/41)% split.",,"Jun 14, 2023 · 3:55 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4891,https://twitter.com/ErikIzMe/status/1668707031245529088#m,A small lesson in excise duty. Keg is basically tax free. It is made by EABL from sorghum and millet. Bottled beer is made from barley. It is sold in kegs not bottles to ensure it is sold in bulk. Most of the money gained from keg is channelled to farmers of sorghum and millet,,"Jun 13, 2023 · 7:48 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4892,https://twitter.com/ErikIzMe/status/1668706346621968386#m,"Infact, the second biggest taxpayer after safaricom is EABL",,"Jun 13, 2023 · 7:46 PM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4893,https://twitter.com/sirmemanthi1/status/1668673608250474503#m,"Yes kuna fake makali mob, but EABL please msifute hao ma QC wa keg,",,"Jun 13, 2023 · 5:36 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4894,https://twitter.com/dominicxowino/status/1668651101191634950#m,The research and the news is both sponsored by EABL,,"Jun 13, 2023 · 4:06 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4895,https://twitter.com/MwangoCapital/status/1668630635735568387#m,"Markets today:  🟢Best performer was Car General: +9.6% to KES  27.40  🔴Worst performer was  Eveready: -9.1% to KES 1.40  🗒️ Notable points: —EABL topped the foreign buys at 18,496,100 —Local vs foreign participation was a (59/41)% split.",,"Jun 13, 2023 · 2:45 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 1, 'likes': 8}"
4896,https://twitter.com/roshowamai/status/1668610305872777218#m,Provide alternative why?? As long as eabl and the rest are brewing their shit so should she period!,,"Jun 13, 2023 · 1:24 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4897,https://twitter.com/hotshotcreative/status/1668606093528903681#m,EABL is that enemy that paid 8B in taxes last year?,,"Jun 13, 2023 · 1:07 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 5}"
4898,https://twitter.com/a_gatero/status/1668605882983129088#m,Was the research funded by EABL or what?,,"Jun 13, 2023 · 1:06 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 4}"
4899,https://twitter.com/Tomk4at/status/1668601741359607808#m,This is a proper stock. Not these hyped ones akina @EABL_PLC @DTBKenya @Safaricom_Care full of hot air,,"Jun 13, 2023 · 12:50 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4900,https://twitter.com/AWAK_Kenya/status/1668596327163351041#m,"We are greatly honoured to have Risper Genga Ohaga Group Chief Financial Officer and Executive Director, EABL- Plc speak to us on Strategic Professional Positioning at our 2023 Mid-Year Dinner.   Register today.... https://www.awak.co.ke/midyeardinner #awakupliftingourworld",,"Jun 13, 2023 · 12:29 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 1, 'likes': 2}"
4901,https://twitter.com/EvanzMwanzu/status/1668591480548499457#m,"Why can't ban alcohol together and crack down on anyone found selling or manufacturing alcohol? Close down EABL, Koroche and the lives! You are fighting innocent people who buy alcohol. Just declare alcohol illegal in Kenya @rigathi .",,"Jun 13, 2023 · 12:09 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4902,https://twitter.com/Mainaminor/status/1668557250653192195#m,because? kenyans hate their own.kwani eabl huuza maziwa,,"Jun 13, 2023 · 9:53 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4903,https://twitter.com/ItsMagige/status/1668536430694375424#m,"Eabl 100% my grandfather started taking changaa when he was a mjamaa up to today bado anakunywa, hio ndo starehe yake kwa kijiji, still healthy and strong.  That's busaa not changaa by the way in that photo. The guys with money controls propaganda, nikama hujui spirits ni nini",,"Jun 13, 2023 · 8:30 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
4904,https://twitter.com/1MasterKG/status/1668531567365373955#m,Which is more likely to kill you quicker...eabl or changaa products?,,"Jun 13, 2023 · 8:11 AM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4905,https://twitter.com/tito_antony/status/1668529794298814532#m,"I'd rather a white person who calls me a monkey and treats me as a human, than a big corporation that calls the white man ""racist"" while treating me like a monkey. It's corporate racist double standard replicated by EABL.",,"Jun 13, 2023 · 8:04 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
4906,https://twitter.com/ItsMagige/status/1668528229408206848#m,Do we say the same on big alcohol manufacturers? Her influence is barely 50 people.  EABL produce billions of metric tones of spirits,,"Jun 13, 2023 · 7:58 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 6}"
4907,https://twitter.com/pkmbuchu/status/1668518117348106240#m,@EABL_PLC  drinks are also illicit. Our politicians! Lol.,,"Jun 13, 2023 · 7:18 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4908,https://twitter.com/News_Kenya/status/1668508188390445058#m,"[BUSINESS] Dead Kenyans leave behind Sh29b shares in listed firms: Safaricom, KCB, EABL and Co-op Bank account for 75 per cent of the value of unclaimed shares. The UFAA is mandated to invest the money in the Fu.. https://www.standardmedia.co.ke/business/article/2001475044/dead-kenyans-leave-behind-sh29b-shares-in-listed-firms",,"Jun 13, 2023 · 6:38 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4909,https://twitter.com/ivy_tes/status/1668311043930566684#m,"There’s this podcast that I really love; but the only catch is, there’s one cohost who over uses the word ‘truly’.   Now I hate that word   If I was to take a shot every time she say truly in an episode, I’ll finish the whole of EABL stock 😭",,"Jun 12, 2023 · 5:35 PM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 1}"
4910,https://twitter.com/barefoot_warrio/status/1668267123074912261#m,The ex-PS even had exclusive EABL distribution rights in some parts of central.,,"Jun 12, 2023 · 2:40 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 1, 'likes': 1}"
4911,https://twitter.com/thesharpdaily/status/1668244185562984455#m,"2/3  The equities market performance was mainly driven by gains recorded by large cap stocks such as NCBA, EABL and Diamond Trust Bank (DTB-K) of 7.8%, 6.8% and 4.6% respectively.",,"Jun 12, 2023 · 1:09 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}"
4912,https://twitter.com/Njorogehenry/status/1668228983182303232#m,"NSE Market close:12.06.23.  Turnover 165M;shares traded 8M.  SCOM @ 15.75 moved 5.3M shares valued at 84M. BAT @ 425.00 moved 58,000 shares valued at 24M. ABSA @ 11.60 moved 1.4M shares valued at 17M. EABL @ 167.00 moved 72,000 shares valued at 12M. @SterlingCLtd @HehuNjunga",,"Jun 12, 2023 · 12:09 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 4}"
4913,https://twitter.com/roshowamai/status/1668213134929043458#m,They should be zero rating all inputs for fermentation and distillation for growth of cottage industries that can create massive employment but they're just going to gatekeep for eabl n the other big boys and collect tokens🚮,,"Jun 12, 2023 · 11:06 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
